order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,tempo_entrega_dias
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25,2018-02-25,2018-02-26,2018-03-27,2018-04-13,30.0
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17,2018-02-17,2018-02-20,2018-03-20,2018-03-20,31.0
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24,2017-11-25,2017-12-13,2017-12-28,2017-12-21,34.0
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,delivered,2017-11-22,2017-11-22,2017-11-27,2017-12-28,2017-12-11,36.0
9d531c565e28c3e0d756192f84d8731f,d4faa220408c20e53595d2950f361f3b,delivered,2017-11-28,2017-12-01,2017-12-14,2018-01-23,2017-12-22,56.0
8fc207e94fa91a7649c5a5dab690272a,c69f8b33e62ecb30ff78ae46d7fb9241,delivered,2017-11-26,2017-11-26,2017-11-28,2018-01-20,2017-12-19,55.0
f31535f21d145b2345e2bf7f09d62322,ed532487db04478dfba09d112649fc13,delivered,2018-02-01,2018-02-01,2018-02-02,2018-04-23,2018-03-05,81.0
06ae7271902bbb087fc093137fee6e81,1a1b5f9e903aa3c203caf5cb63fca2b1,delivered,2018-01-19,2018-01-20,2018-01-29,2018-02-20,2018-02-22,32.0
4906eeadde5f70b308c20c4a8f20be02,4e7656e34357b93f14b40c6400ca3f6e,delivered,2017-12-08,2017-12-12,2017-12-12,2018-01-09,2018-01-03,32.0
bca3dc20a3ec02261c5b17dc270e9e65,90065cd5c7c581bf099b1b9bd589a3fe,delivered,2017-12-05,2017-12-06,2017-12-08,2018-01-04,2018-01-05,30.0
f11e9516ca2b6091b64f2e2ea0ebebb3,7d527c98f408420a9d5c953e5b89215e,delivered,2018-02-22,2018-02-22,2018-02-23,2018-03-28,2018-03-19,34.0
da8be3bb62e9bf01e2e1a3bfd74ebd1a,3f083b9f62e687be8d84684c7d54c8db,delivered,2017-04-06,2017-04-06,2017-04-08,2017-05-08,2017-05-04,32.0
690199d6a2c51ff57c6b392d7680cbfd,19bacb562bd43bd4eaf05b6c0a59dad0,delivered,2018-03-16,2018-03-16,2018-03-19,2018-05-14,2018-04-11,59.0
7b58fca3faf09217a36d5febee5739a5,0966fbba1c0e8c5e26e31166c2fd3ce8,delivered,2018-03-04,2018-03-04,2018-03-06,2018-04-12,2018-03-28,39.0
f30607daae66843552e00843c6de88ef,8e1769459d9b9a9989799f6c79a4a663,delivered,2018-02-21,2018-02-23,2018-03-05,2018-04-12,2018-03-27,50.0
4f7ce3efe568a5e57290a9fa3e45b1f5,2569d6c5ed547bf0feaf37e32677fdaa,delivered,2018-01-26,2018-01-26,2018-01-29,2018-03-08,2018-02-21,41.0
9472d3c8a0ad463cbfc89897334431da,7e016f9ea275279784f42e0642214284,delivered,2017-11-20,2017-11-21,2017-11-22,2017-12-21,2017-12-12,31.0
eafef0e6c44f121531569a69a318c3b3,084dab2db2bf5d42677b135e633a15ba,delivered,2017-11-29,2017-11-29,2017-12-04,2018-01-09,2017-12-27,41.0
4d2d8a4224215f680cc5221011347401,5957d9ae822bcbe88c00fb8286362339,delivered,2018-03-01,2018-03-02,2018-03-02,2018-04-05,2018-04-02,35.0
91bcade2288597459e1dbce52d6d0ef9,449057269c318304d8a753f64c181b07,delivered,2018-01-04,2018-01-04,2018-01-10,2018-02-09,2018-02-02,36.0
d52140bee663636aa4f6057e50bc06a3,32fa597a3b06db1949ee96c416335b6b,delivered,2018-03-01,2018-03-01,2018-03-02,2018-04-16,2018-03-27,46.0
118045506e1c1dda060171af43fe11b4,638c6674418fc58283a73c078bcb076f,delivered,2018-03-08,2018-03-09,2018-03-13,2018-04-11,2018-04-04,34.0
b7ed5b357d48b6c8f588c5cf0d7ddf5d,92148a85c89c0da621cdc0e1810a23f7,delivered,2018-03-10,2018-03-11,2018-03-12,2018-04-17,2018-04-02,38.0
d30680568af2e9f0aeba3420292df26d,8eb5e45df7b0f27cc1a3b7ba46219180,delivered,2017-09-16,2017-09-16,2017-09-22,2017-10-22,2017-10-09,36.0
cafc9b2f7d35ec42bdb74347cc6e8a70,c9573cc1e246dadca50b2a74f795def3,delivered,2018-01-19,2018-01-19,2018-01-19,2018-04-04,2018-02-16,75.0
376a342d70faa7a733b871acc701def8,8563b07a84656ff32968702daa37c468,delivered,2017-12-11,2017-12-11,2017-12-12,2018-01-20,2018-01-05,40.0
8a0b2bc5c7a1c524635f4de8bae9dffe,764fb80689629a0092fa11ada23a0c4e,delivered,2017-11-23,2017-11-23,2017-11-27,2018-01-20,2017-12-22,58.0
4190ab61a7fced69f3ee84d1da1120cc,3df7ff0b86935d5249e4d6cd56b89131,delivered,2017-12-08,2017-12-09,2018-01-12,2018-01-31,2018-01-11,54.0
a06c43ed81f5c604287461f4d21949ce,da82d24c21654f951fedc813df8a5dc6,delivered,2017-10-24,2017-10-24,2017-11-20,2017-11-23,2017-11-17,30.0
ed24759a0ae96582e88fdca0c0997d22,869c947685e4deaedb87bb36764949be,delivered,2018-03-24,2018-03-24,2018-04-09,2018-04-23,2018-04-23,30.0
f98ae4bbfd1a32ea2104c8cf1f64dabf,427ebd67be61503c00a75d8915080a71,delivered,2018-02-25,2018-02-25,2018-02-27,2018-03-27,2018-03-27,30.0
f9f15e02ed74cf8a21b8266a55498942,e1f67a370030c2c5695ee3f95c44cd90,delivered,2017-10-12,2017-10-12,2017-10-17,2017-11-17,2017-11-13,36.0
64ea4c51ad1203229ba011693f35da54,f384d3d46a938ede0333121a810b4d7d,delivered,2018-01-29,2018-01-29,2018-02-01,2018-03-02,2018-02-22,32.0
aa2e81559d88cca16ac122e7627078c8,0d49e6cf6c6049404ab247c5d1ea4aa3,delivered,2017-03-27,2017-03-27,2017-03-30,2017-05-05,2017-05-02,39.0
dd6d0f11a9c3d2abdc91e95b9598b332,e6c386cfd321a1708aa60ff6b8f46449,delivered,2018-01-11,2018-01-13,2018-02-08,2018-02-21,2018-03-01,41.0
88c588c116fd06fb8e48dd83af88ec4a,8787c72a20002592238d7b80721ab729,delivered,2017-11-19,2017-11-19,2017-11-24,2017-12-22,2017-12-12,33.0
b323a1bf3949211f3d9fbc43772534e6,4ad5a269a2d59d2c83ac551b5c948c0a,delivered,2018-05-07,2018-05-07,2018-05-16,2018-06-09,2018-05-30,33.0
f644267f332fbcb9fe143fbb7478441c,03c27921f605f0385f319ba1bbee389b,delivered,2017-11-24,2017-11-28,2017-12-05,2018-01-04,2017-12-19,41.0
cc06813c8d9909633f390ed9b5df999f,640246e27e1df1ffe19d062550d0d5ab,delivered,2018-04-14,2018-04-14,2018-04-17,2018-05-17,2018-05-09,33.0
7297f6bfea2a33ef176cff30f467aa41,b19a370495e4d833f7351b777ef67b4b,delivered,2018-04-16,2018-04-16,2018-04-18,2018-05-17,2018-05-10,31.0
80b0f4fc350532f6e0ce9aa81ccde91c,d06f910929d7ece5e8090c5b4ef80b08,delivered,2018-03-01,2018-03-01,2018-03-02,2018-04-05,2018-03-19,35.0
4edca0186e467f58fe99ab648f604ce8,1d06482d82c32c8752f4decbbffe7623,delivered,2018-03-14,2018-03-14,2018-03-20,2018-04-23,2018-04-16,40.0
efe9bd98be3cb5cb5c87e7ca27abe613,37751e1671512ad89943d1615b563b1d,delivered,2018-01-21,2018-01-23,2018-01-23,2018-02-24,2018-02-15,34.0
08763574782690116475ea62ffdecadb,a2f475be29f915fa902863f62308df8f,delivered,2017-11-28,2017-11-28,2017-11-28,2018-01-03,2017-12-26,36.0
0adf4c5c9a1399ceefdb7ba880df1ca7,eab22d3171e51fc2a3b380f5da7c7310,delivered,2017-02-22,2017-02-22,2017-02-22,2017-03-28,2017-04-06,34.0
ad982819d59bc6c0fc50e08c0ee19e05,6aee223ad482dc78a0d4fe2f893c203c,delivered,2017-12-08,2017-12-08,2017-12-12,2018-01-11,2018-01-17,34.0
afffe744c625af23449137b8f832e630,b48ad91d707041578581aefae1f7c385,delivered,2018-02-25,2018-02-25,2018-03-05,2018-03-28,2018-03-23,31.0
947ee6ab639791b5711558a7e55cf98e,92a24fa199710ba33bab157e838a86e7,delivered,2018-06-11,2018-06-12,2018-07-18,2018-07-28,2018-08-10,47.0
bd74c36a843f8560d4b4b2a902dfb22e,5c49d0bcb0f397a3a5dec5512755f848,delivered,2018-02-23,2018-02-24,2018-02-27,2018-04-03,2018-03-26,39.0
45b0a671da62d1c868294b22b4837dca,790cbac97e71291719b52249d721519f,delivered,2018-01-22,2018-01-23,2018-01-25,2018-03-18,2018-02-19,55.0
5e4c365dd3cf7769a88981f408d069d3,15f7712bb12fe27068e5353d14503653,delivered,2017-11-21,2017-11-23,2017-11-28,2017-12-23,2017-12-12,32.0
db65bf4cccb652a88bf890bd8a69cdc8,a3fd85d47dab4959cc2103f846c3de65,delivered,2018-02-23,2018-02-24,2018-02-26,2018-04-02,2018-04-03,38.0
74016effecaa79d592487f6a4ee47d4b,6cf4840b6dfe102270032fca98880fc2,delivered,2017-02-18,2017-02-18,2017-03-07,2017-03-21,2017-03-21,31.0
ad1ffca90f5325d0f320f2b0f54eb114,535ad20edf8f32252bb8c7786f18df1e,delivered,2017-11-24,2017-11-26,2017-12-13,2017-12-29,2018-01-04,35.0
e2b405a4cccf1e66eb8d2b73a4bba700,6af12e8e6fdd92d3e49abf9eac301d63,delivered,2018-06-02,2018-06-02,2018-07-04,2018-07-09,2018-07-26,37.0
be9544c2dfb58675d21a0a735fa1d32a,b0e4880c9456f938411b2aa2bc09aa57,delivered,2017-07-21,2017-07-21,2017-07-25,2017-08-21,2017-08-29,31.0
0ef89e47a5078a9e54a080d5fa8c9109,4b4be2256ef77aecee551a7a665a7108,delivered,2018-03-08,2018-03-09,2018-03-10,2018-04-09,2018-03-28,32.0
81f2ee7669eee05b13906d24d43ebc69,7b0fc6ecc532642ffce9a191715e3faf,delivered,2018-04-03,2018-04-03,2018-04-05,2018-06-01,2018-04-13,59.0
7dbad9087d339419eb06d86950842742,aa738cdb72af39e38482fa25b992c67c,delivered,2018-03-09,2018-03-13,2018-03-16,2018-04-19,2018-04-12,41.0
43f312594026fc6c67ccf619afe600d1,5cf1b1745fff59660522b4ff7b475374,delivered,2018-02-20,2018-02-20,2018-02-22,2018-04-10,2018-03-21,49.0
ca621c614abfc6d64f4a093ade1249b9,c4333f782a96190eece0b2e3321f4f7a,delivered,2017-08-14,2017-08-15,2017-08-16,2017-09-19,2017-09-12,36.0
a8c3124b7f912401d702018ae0c02b05,3ccb27f9c7ee205656acef98c19fc061,delivered,2018-04-16,2018-04-16,2018-05-08,2018-05-16,2018-05-22,30.0
2c9bc10b715272770d51948b929485f7,2ca9b081fd8cf85263e827dffd02446b,delivered,2018-05-03,2018-05-04,2018-05-07,2018-06-07,2018-05-29,35.0
afa2c425be2efd14c19b4a0aa62f9b59,2a22ba1cb2f182b16cfd4b7620ea6114,delivered,2018-03-04,2018-03-05,2018-03-06,2018-04-06,2018-03-22,33.0
774b8c52e2dda4cae042a9175258ab1b,f4089d4af6a57725128cafde4c098188,delivered,2017-11-20,2017-11-20,2017-11-22,2017-12-22,2017-12-21,32.0
b95764ee8ef0302702f107df59c9c4a2,5fff39f1b59dc4d2fb96c9f19b9a484e,delivered,2017-05-01,2017-05-01,2017-05-03,2017-06-02,2017-06-02,32.0
f97e435076c45487417ce991028f5445,dbb099efb706ebbe3d67bf067d2442db,delivered,2017-02-11,2017-02-11,2017-02-13,2017-03-13,2017-03-22,30.0
dfa7d326a489fe0c01a652351a552b43,c5fb3c3494f2aa02774d5930a1f981e6,delivered,2017-04-07,2017-04-07,2017-04-25,2017-05-10,2017-05-03,33.0
8cf0fd0e7dc9c106fa1f09ba6bce7626,3d90a8bd92497095afe20f9efeeab825,delivered,2017-10-31,2017-10-31,2017-11-01,2017-12-01,2017-11-22,31.0
